step,z,error,reward
507,0.9980368,0.0019631947,0.9977971315383911
508,0.9980467,0.0019532999,0.9978092312812805
509,0.99805653,0.0019434968,0.9978212714195251
510,0.9980662,0.0019337842,0.9978330731391907
511,0.99807584,0.0019241612,0.9978448748588562
512,0.9980854,0.0019146273,0.9978565573692322
513,0.9980948,0.0019051814,0.9978681206703186
514,0.99810416,0.0018958228,0.9978795647621155
515,0.99811345,0.0018865507,0.9978909492492676
516,0.99812263,0.0018773642,0.9979021549224854
517,0.99813175,0.0018682625,0.9979133009910583
518,0.99814075,0.0018592451,0.9979243278503418
519,0.9981497,0.0018503108,0.9979352951049805
520,0.9981585,0.0018414591,0.9979460835456848
521,0.99816734,0.001832689,0.9979568719863892
522,0.998176,0.0018240003,0.9979674220085144
523,0.9981846,0.0018153915,0.9979780316352844
524,0.99819314,0.0018068623,0.9979884624481201
525,0.9982016,0.0017984118,0.9979987740516663
526,0.99820995,0.0017900396,0.9980090260505676
527,0.99821824,0.0017817444,0.9980191588401794
528,0.99822646,0.0017735258,0.9980292320251465
529,0.9982346,0.0017653833,0.998039186000824
530,0.9982427,0.001757316,0.9980490803718567
531,0.99825066,0.001749323,0.9980588555335999
532,0.9982586,0.001741404,0.9980685114860535
533,0.99826646,0.001733558,0.9980781674385071
534,0.9982742,0.0017257845,0.9980876445770264
535,0.9982819,0.0017180827,0.9980970621109009
536,0.9982895,0.001710452,0.9981063604354858
537,0.9982971,0.0017028918,0.9981156587600708
538,0.9983046,0.0016954014,0.9981248378753662
539,0.998312,0.0016879801,0.9981338977813721
540,0.9983194,0.0016806273,0.9981428980827332
541,0.99832666,0.0016733425,0.9981518387794495
542,0.9983339,0.0016661249,0.9981606602668762
543,0.998341,0.0016589739,0.9981694221496582
544,0.9983481,0.0016518888,0.9981780648231506
545,0.99835515,0.0016448692,0.9981867074966431
546,0.99836206,0.0016379145,0.9981951713562012
547,0.998369,0.0016310238,0.9982035756111145
548,0.9983758,0.0016241969,0.9982119202613831
549,0.99838257,0.0016174327,0.9982202053070068
550,0.99838924,0.0016107312,0.9982284307479858
551,0.9983959,0.0016040914,0.9982365369796753
552,0.9984025,0.001597513,0.99824458360672
553,0.99840903,0.0015909951,0.9982526302337646
554,0.99841547,0.0015845376,0.998260498046875
555,0.99842185,0.0015781395,0.9982683062553406
556,0.9984282,0.0015718006,0.9982761144638062
557,0.9984345,0.0015655201,0.9982837438583374
558,0.9984407,0.0015592976,0.9982913136482239
559,0.9984469,0.0015531323,0.9982989430427551
560,0.99845296,0.0015470241,0.998306393623352
561,0.99845904,0.0015409723,0.9983137845993042
562,0.998465,0.0015349762,0.9983211159706116
563,0.99847096,0.0015290354,0.9983283877372742
564,0.99847686,0.0015231494,0.998335599899292
565,0.9984827,0.0015173178,0.998342752456665
566,0.9984885,0.00151154,0.9983498454093933
567,0.9984942,0.0015058155,0.998356819152832
568,0.9984999,0.0015001439,0.998363733291626
569,0.9985055,0.0014945245,0.9983705878257751
570,0.998511,0.001488957,0.9983773827552795
571,0.99851656,0.0014834407,0.9983841776847839
572,0.99852204,0.0014779754,0.9983908534049988
573,0.99852747,0.0014725605,0.9983975291252136
574,0.99853283,0.0014671956,0.9984040856361389
575,0.99853814,0.00146188,0.9984105825424194
576,0.9985434,0.0014566137,0.9984169602394104
577,0.9985486,0.0014513958,0.9984233975410461
578,0.99855375,0.001446226,0.9984296560287476
579,0.9985589,0.001441104,0.9984359741210938
580,0.99856395,0.0014360291,0.9984421730041504
581,0.998569,0.0014310011,0.9984483122825623
582,0.99857396,0.0014260195,0.9984543919563293
583,0.9985789,0.0014210837,0.9984604716300964
584,0.9985838,0.0014161936,0.998466432094574
585,0.9985887,0.0014113485,0.9984723925590515
586,0.99859345,0.0014065481,0.9984782338142395
587,0.9985982,0.0014017919,0.9984840750694275
588,0.9986029,0.0013970797,0.9984898567199707
589,0.9986076,0.0013924108,0.9984955191612244
590,0.9986122,0.0013877851,0.998501181602478
591,0.9986168,0.0013832019,0.9985068440437317
592,0.99862134,0.0013786611,0.9985123872756958
593,0.9986258,0.0013741622,0.9985178112983704
594,0.9986303,0.0013697046,0.9985232949256897
595,0.9986347,0.0013652883,0.9985287189483643
596,0.9986391,0.0013609125,0.998534083366394
597,0.9986434,0.0013565773,0.9985393285751343
598,0.9986477,0.0013522818,0.9985445737838745
599,0.998652,0.001348026,0.9985498189926147
600,0.9986562,0.0013438095,0.9985550045967102
601,0.9986604,0.001339632,0.9985601305961609
602,0.9986645,0.0013354928,0.998565137386322
603,0.9986686,0.0013313919,0.9985702037811279
604,0.99867266,0.0013273287,0.9985751509666443
605,0.9986767,0.0013233031,0.9985800981521606
606,0.9986807,0.0013193145,0.9985849857330322
607,0.99868464,0.0013153628,0.998589813709259
608,0.9986886,0.0013114472,0.9985945820808411
609,0.99869245,0.001307568,0.9985993504524231
610,0.99869627,0.0013037245,0.9986039996147156
611,0.9987001,0.0012999163,0.9986087083816528
612,0.99870384,0.0012961433,0.9986132979393005
613,0.9987076,0.0012924051,0.9986178874969482
614,0.9987113,0.0012887013,0.9986224174499512
615,0.998715,0.0012850317,0.9986268877983093
616,0.9987186,0.001281396,0.9986313581466675
617,0.9987222,0.0012777937,0.9986357688903809
618,0.9987258,0.0012742246,0.9986401200294495
619,0.9987293,0.0012706885,0.9986444115638733
620,0.9987328,0.0012671847,0.9986487030982971
621,0.99873626,0.0012637135,0.9986529350280762
622,0.9987397,0.0012602741,0.9986571669578552
623,0.9987431,0.0012568665,0.9986613392829895
624,0.9987465,0.0012534903,0.9986655116081238
625,0.99874985,0.0012501453,0.9986695647239685
626,0.9987532,0.0012468309,0.9986736178398132
627,0.99875647,0.0012435473,0.998677670955658
628,0.9987597,0.0012402938,0.9986816048622131
629,0.9987629,0.0012370704,0.9986855387687683
630,0.9987661,0.0012338767,0.9986894726753235
631,0.9987693,0.0012307123,0.9986933469772339
632,0.99877244,0.0012275772,0.9986972212791443
633,0.99877554,0.0012244709,0.9987009763717651
634,0.9987786,0.0012213934,0.998704731464386
635,0.9987817,0.0012183441,0.9987084865570068
636,0.99878466,0.001215323,0.9987121820449829
637,0.99878764,0.0012123296,0.9987158179283142
638,0.9987906,0.0012093638,0.9987194538116455
639,0.9987936,0.0012064255,0.9987230896949768
640,0.99879646,0.001203514,0.9987266063690186
641,0.9987994,0.0012006295,0.9987301826477051
642,0.99880224,0.0011977718,0.998733639717102
643,0.99880505,0.0011949401,0.998737096786499
644,0.99880785,0.0011921346,0.9987404942512512
645,0.99881065,0.0011893549,0.9987439513206482
646,0.9988134,0.0011866009,0.9987472891807556
647,0.99881613,0.0011838722,0.998750627040863
648,0.9988188,0.0011811688,0.9987539052963257
649,0.9988215,0.0011784901,0.9987571835517883
650,0.9988242,0.0011758362,0.998760461807251
651,0.9988268,0.0011732068,0.9987636804580688
652,0.9988294,0.0011706016,0.9987668991088867
653,0.998832,0.0011680203,0.9987700581550598
654,0.99883455,0.0011654629,0.9987731575965881
655,0.99883705,0.001162929,0.9987762570381165
656,0.99883956,0.0011604184,0.998779296875
657,0.99884206,0.0011579309,0.9987823367118835
658,0.9988445,0.0011554665,0.9987853765487671
659,0.99884695,0.0011530246,0.9987883567810059
660,0.9988494,0.0011506054,0.9987913370132446
661,0.9988518,0.0011482084,0.9987942576408386
662,0.99885416,0.0011458335,0.9987971782684326
663,0.99885654,0.0011434804,0.9988000988960266
664,0.99885887,0.0011411491,0.998802900314331
665,0.99886113,0.0011388392,0.9988057017326355
666,0.99886346,0.0011365506,0.9988085031509399
667,0.9988657,0.001134283,0.9988113045692444
668,0.998868,0.0011320364,0.998814046382904
669,0.9988702,0.0011298106,0.9988167881965637
670,0.9988724,0.0011276052,0.9988194704055786
671,0.9988746,0.0011254201,0.9988221526145935
672,0.99887675,0.0011232551,0.9988247752189636
673,0.9988789,0.00112111,0.9988273978233337
674,0.99888104,0.0011189848,0.9988300204277039
675,0.9988831,0.0011168792,0.9988325834274292
676,0.9988852,0.0011147929,0.9988351464271545
677,0.9988873,0.0011127257,0.9988377094268799
678,0.9988893,0.0011106777,0.9988401532173157
679,0.99889135,0.0011086486,0.9988426566123962
680,0.9988934,0.0011066381,0.998845100402832
681,0.99889535,0.0011046462,0.9988475441932678
682,0.9988973,0.0011026725,0.9988499283790588
683,0.9988993,0.0011007171,0.9988523721694946
684,0.99890125,0.0010987797,0.9988547563552856
685,0.99890316,0.0010968603,0.9988570809364319
686,0.99890506,0.0010949583,0.9988594055175781
687,0.9989069,0.001093074,0.9988616704940796
688,0.9989088,0.001091207,0.9988639950752258
689,0.99891067,0.0010893572,0.9988662600517273
690,0.99891245,0.0010875245,0.998868465423584
691,0.9989143,0.0010857086,0.9988707304000854
692,0.9989161,0.0010839094,0.9988729357719421
693,0.9989179,0.0010821269,0.998875081539154
694,0.99891967,0.0010803607,0.9988772869110107
695,0.9989214,0.0010786108,0.9988793730735779
696,0.9989231,0.0010768771,0.9988815188407898
697,0.99892485,0.0010751593,0.9988836050033569
698,0.9989265,0.0010734573,0.9988856911659241
699,0.99892825,0.0010717709,0.9988877773284912
700,0.9989299,0.0010701002,0.9988898038864136
701,0.9989315,0.0010684448,0.9988917708396912
702,0.9989332,0.0010668046,0.9988938570022583
703,0.9989348,0.0010651796,0.9988958239555359
704,0.9989364,0.0010635694,0.9988977909088135
705,0.998938,0.0010619742,0.9988997578620911
706,0.99893963,0.0010603936,0.9989017248153687
707,0.9989412,0.0010588277,0.9989035725593567
708,0.99894273,0.0010572762,0.9989054799079895
709,0.9989443,0.0010557389,0.9989073872566223
710,0.9989458,0.0010542158,0.9989092350006104
711,0.9989473,0.0010527067,0.9989110827445984
712,0.9989488,0.0010512116,0.9989129304885864
713,0.99895024,0.0010497301,0.9989146590232849
714,0.99895173,0.0010482623,0.998916506767273
715,0.99895316,0.0010468081,0.9989182353019714
716,0.99895465,0.0010453672,0.9989200830459595
717,0.9989561,0.0010439396,0.998921811580658
718,0.99895746,0.0010425252,0.9989234805107117
719,0.9989589,0.0010411238,0.9989252686500549
720,0.99896026,0.0010397353,0.9989269375801086
721,0.9989616,0.0010383595,0.9989286065101624
722,0.998963,0.0010369965,0.9989302754402161
723,0.99896437,0.001035646,0.9989319443702698
724,0.9989657,0.001034308,0.9989335536956787
725,0.998967,0.0010329823,0.9989351630210876
726,0.9989683,0.0010316686,0.9989367723464966
727,0.9989696,0.0010303672,0.9989383816719055
728,0.9989709,0.0010290777,0.9989399909973145
729,0.9989722,0.0010278001,0.9989415407180786
730,0.9989735,0.0010265344,0.9989430904388428
731,0.99897474,0.0010252802,0.9989446401596069
732,0.998976,0.0010240376,0.9989461898803711
733,0.9989772,0.0010228065,0.9989476203918457
734,0.99897844,0.0010215866,0.9989491701126099
735,0.9989796,0.0010203781,0.9989506006240845
736,0.9989808,0.0010191806,0.9989520907402039
737,0.998982,0.0010179941,0.9989535212516785
738,0.9989832,0.0010168187,0.9989550113677979
739,0.99898434,0.001015654,0.9989563822746277
740,0.9989855,0.0010145,0.9989578127861023
741,0.99898666,0.0010133567,0.9989592432975769
742,0.9989878,0.001012224,0.9989606142044067
743,0.9989889,0.0010111016,0.9989619851112366
744,0.99899,0.0010099896,0.9989632964134216
745,0.99899113,0.0010088878,0.9989646673202515
746,0.9989922,0.0010077961,0.9989659786224365
747,0.9989933,0.0010067145,0.9989672899246216
748,0.99899435,0.0010056429,0.9989686608314514
749,0.9989954,0.0010045811,0.9989699125289917
750,0.9989965,0.0010035292,0.9989712238311768
751,0.9989975,0.0010024868,0.998972475528717
752,0.9989985,0.0010014541,0.9989737272262573
753,0.9989996,0.0010004309,0.9989750385284424
754,0.9990006,0.0009994172,0.9989762902259827
755,0.99900156,0.0009984127,0.9989774823188782
756,0.9990026,0.0009974175,0.9989786744117737
757,0.9990036,0.0009964315,0.998979926109314
758,0.99900454,0.0009954546,0.9989811182022095
759,0.9990055,0.0009944866,0.9989822506904602
760,0.99900645,0.0009935276,0.9989834427833557
761,0.9990074,0.0009925774,0.9989845752716064
762,0.99900836,0.0009916358,0.998985767364502
763,0.9990093,0.0009907031,0.9989868998527527
764,0.9990102,0.0009897789,0.9989880323410034
765,0.99901116,0.0009888632,0.9989891648292542
766,0.99901205,0.0009879561,0.9989902973175049
767,0.99901295,0.0009870571,0.9989913702011108
768,0.99901384,0.0009861665,0.9989924430847168
769,0.99901474,0.000985284,0.9989935755729675
770,0.99901557,0.0009844098,0.9989945888519287
771,0.99901646,0.0009835435,0.9989956617355347
772,0.9990173,0.0009826852,0.9989966750144958
773,0.9990182,0.0009818348,0.9989978075027466
774,0.999019,0.0009809925,0.9989988207817078
775,0.99901986,0.0009801576,0.998999834060669
776,0.9990207,0.0009793306,0.9990008473396301
777,0.9990215,0.0009785111,0.9990018010139465
778,0.9990223,0.0009776991,0.9990028142929077
779,0.9990231,0.0009768946,0.9990037679672241
780,0.9990239,0.00097609754,0.9990047812461853
781,0.9990247,0.0009753079,0.9990057349205017
782,0.99902546,0.0009745254,0.9990066885948181
783,0.99902624,0.0009737502,0.9990076422691345
784,0.999027,0.0009729821,0.9990085959434509
785,0.9990278,0.0009722211,0.9990095496177673
786,0.9990285,0.00097146706,0.9990103840827942
787,0.9990293,0.0009707199,0.9990113377571106
788,0.99903,0.0009699798,0.9990122318267822
789,0.99903077,0.0009692464,0.9990131855010986
790,0.9990315,0.0009685198,0.9990140199661255
791,0.9990322,0.00096779986,0.9990149140357971
792,0.9990329,0.0009670865,0.9990158081054688
793,0.99903363,0.0009663798,0.9990166425704956
794,0.99903435,0.0009656796,0.9990175366401672
795,0.999035,0.0009649858,0.9990183711051941
796,0.9990357,0.0009642984,0.999019205570221
797,0.9990364,0.00096361735,0.9990200400352478
798,0.9990371,0.00096294255,0.9990208745002747
799,0.99903774,0.000962274,0.9990217089653015
800,0.9990384,0.0009616115,0.9990224838256836
801,0.99903905,0.00096095516,0.9990233182907104
802,0.9990397,0.00096030487,0.9990240931510925
803,0.99904037,0.00095966057,0.9990249276161194
804,0.99904096,0.0009590223,0.9990256428718567
805,0.9990416,0.00095838966,0.9990264177322388
806,0.9990422,0.0009577631,0.9990271925926208
807,0.99904287,0.00095714215,0.9990279674530029
808,0.99904346,0.000956527,0.9990286827087402
809,0.99904406,0.00095591747,0.9990294575691223
810,0.99904466,0.00095531356,0.9990301728248596
811,0.9990453,0.0009547151,0.9990309476852417
812,0.99904585,0.0009541224,0.9990316033363342
813,0.99904644,0.0009535349,0.9990323185920715
814,0.99904704,0.000952953,0.9990330934524536
815,0.99904764,0.00095237634,0.9990338087081909
816,0.9990482,0.0009518051,0.9990344643592834
817,0.99904877,0.00095123897,0.9990351796150208
818,0.9990493,0.0009506782,0.9990358352661133
819,0.9990499,0.0009501225,0.9990365505218506
820,0.99905044,0.000949572,0.9990372061729431
821,0.999051,0.0009490265,0.9990378618240356
822,0.9990515,0.0009484861,0.9990385174751282
823,0.99905205,0.0009479505,0.9990391731262207
824,0.9990526,0.00094742,0.9990398287773132
825,0.9990531,0.00094689435,0.9990404844284058
826,0.9990536,0.00094637356,0.9990410804748535
827,0.99905413,0.0009458575,0.999041736125946
828,0.9990547,0.00094534626,0.9990423917770386
829,0.99905515,0.0009448396,0.9990429878234863
830,0.9990557,0.00094433775,0.9990436434745789
831,0.99905616,0.0009438404,0.9990442395210266
832,0.99905664,0.0009433477,0.9990448355674744
833,0.9990571,0.0009428595,0.9990453720092773
834,0.99905765,0.0009423758,0.9990460276603699
835,0.9990581,0.00094189664,0.9990466237068176
836,0.9990586,0.00094142184,0.9990472197532654
837,0.999059,0.0009409514,0.9990477561950684
838,0.9990595,0.0009404853,0.9990482926368713
839,0.99906,0.0009400234,0.9990488886833191
840,0.99906045,0.0009395658,0.9990494847297668
841,0.99906087,0.0009391125,0.999049961566925
842,0.99906135,0.0009386632,0.9990505576133728
843,0.99906176,0.0009382182,0.9990510940551758
844,0.99906224,0.00093777716,0.9990516304969788
845,0.99906266,0.0009373404,0.9990521669387817
846,0.9990631,0.0009369074,0.9990527033805847
847,0.9990635,0.00093647855,0.9990531802177429
848,0.99906397,0.0009360536,0.9990537762641907
849,0.9990644,0.00093563256,0.9990542531013489
850,0.9990648,0.00093521544,0.9990547895431519
851,0.9990652,0.00093480217,0.9990553259849548
852,0.9990656,0.00093439274,0.9990557432174683
853,0.999066,0.000933987,0.9990562796592712
854,0.9990664,0.000933585,0.9990567564964294
855,0.9990668,0.0009331867,0.9990572929382324
856,0.9990672,0.0009327921,0.9990577101707458
857,0.9990676,0.000932401,0.9990582466125488
858,0.99906796,0.0009320137,0.9990586638450623
859,0.9990684,0.00093162974,0.9990591406822205
860,0.99906874,0.00093124947,0.9990596175193787
861,0.99906915,0.00093087263,0.9990600943565369
862,0.9990695,0.00093049934,0.9990605711936951
863,0.99906987,0.00093012943,0.9990609884262085
864,0.9990702,0.0009297629,0.9990614056587219
865,0.9990706,0.00092939986,0.9990618824958801
866,0.99907094,0.00092904,0.9990622997283936
867,0.9990713,0.00092868356,0.999062716960907
868,0.99907166,0.00092833035,0.9990631937980652
869,0.999072,0.00092798047,0.9990636110305786
870,0.9990724,0.0009276338,0.999064028263092
871,0.99907273,0.00092729024,0.9990645051002502
872,0.999073,0.00092694996,0.9990648627281189
873,0.9990734,0.0009266127,0.9990652799606323
874,0.99907374,0.00092627865,0.9990656971931458
875,0.99907404,0.00092594756,0.9990661144256592
876,0.9990744,0.00092561956,0.9990665316581726
877,0.9990747,0.00092529465,0.9990668892860413
878,0.99907506,0.00092497264,0.9990673065185547
879,0.99907535,0.00092465366,0.9990677237510681
880,0.99907565,0.00092433754,0.9990680813789368
881,0.99907595,0.00092402444,0.9990684390068054
882,0.9990763,0.0009237141,0.9990688562393188
883,0.9990766,0.0009234067,0.9990692138671875
884,0.9990769,0.0009231021,0.9990695714950562
885,0.9990772,0.0009228003,0.9990699291229248
886,0.9990775,0.0009225013,0.9990703463554382
887,0.9990778,0.00092220504,0.9990707039833069
888,0.9990781,0.0009219115,0.9990710616111755
889,0.9990784,0.0009216207,0.9990714192390442
890,0.9990787,0.00092133257,0.9990717768669128
891,0.9990789,0.00092104706,0.9990720748901367
892,0.9990792,0.00092076417,0.9990724325180054
893,0.9990795,0.0009204839,0.999072790145874
894,0.9990798,0.0009202062,0.9990731477737427
895,0.99908006,0.00091993116,0.9990734457969666
896,0.99908036,0.00091965846,0.9990738034248352
897,0.9990806,0.00091938843,0.9990741014480591
898,0.9990809,0.00091912074,0.9990744590759277
899,0.99908113,0.0009188557,0.9990747570991516
900,0.99908143,0.00091859297,0.9990751147270203
901,0.9990817,0.0009183328,0.9990754127502441
902,0.9990819,0.00091807474,0.999075710773468
903,0.9990822,0.0009178193,0.9990760684013367
904,0.99908245,0.0009175662,0.9990763664245605
905,0.9990827,0.00091731537,0.9990766644477844
906,0.9990829,0.0009170668,0.9990769624710083
907,0.99908316,0.0009168206,0.9990772604942322
908,0.9990834,0.00091657665,0.999077558517456
909,0.99908364,0.00091633486,0.9990778565406799
910,0.9990839,0.00091609533,0.9990781545639038
911,0.9990841,0.000915858,0.9990783929824829
912,0.99908435,0.0009156229,0.9990786910057068
913,0.9990846,0.0009153899,0.9990789890289307
914,0.99908483,0.0009151591,0.9990792870521545
915,0.99908507,0.0009149304,0.9990795850753784
916,0.9990853,0.0009147039,0.9990798830986023
917,0.99908555,0.0009144794,0.9990801811218262
918,0.9990857,0.000914257,0.9990803599357605
919,0.99908596,0.0009140366,0.9990806579589844
920,0.9990862,0.0009138183,0.9990809559822083
921,0.9990864,0.000913602,0.9990811944007874
922,0.9990866,0.0009133876,0.9990814924240112
923,0.9990868,0.00091317523,0.9990816712379456
924,0.99908704,0.0009129648,0.9990819692611694
925,0.9990872,0.0009127563,0.9990822076797485
926,0.99908745,0.0009125497,0.9990825057029724
927,0.99908763,0.0009123451,0.9990827441215515
928,0.99908787,0.0009121423,0.9990829825401306
929,0.99908805,0.0009119414,0.9990832209587097
930,0.9990883,0.00091174233,0.9990835189819336
931,0.99908847,0.0009115452,0.9990837574005127
932,0.99908864,0.0009113498,0.999083936214447
933,0.9990888,0.0009111561,0.9990841746330261
934,0.99908906,0.0009109643,0.99908447265625
935,0.99908924,0.0009107742,0.9990846514701843
936,0.9990894,0.000910586,0.9990848898887634
937,0.9990896,0.00091039937,0.9990851283073425
938,0.9990898,0.0009102145,0.9990853667259216
939,0.99908996,0.00091003126,0.999085545539856
940,0.99909014,0.0009098498,0.9990857839584351
941,0.9990903,0.00090966997,0.9990860223770142
942,0.9990905,0.00090949185,0.9990862011909485
943,0.9990907,0.0009093153,0.9990864396095276
944,0.99909085,0.0009091404,0.9990866780281067
945,0.999091,0.00090896717,0.999086856842041
946,0.9990912,0.0009087955,0.9990870952606201
947,0.9990914,0.0009086254,0.9990873336791992
948,0.99909157,0.00090845686,0.9990875124931335
949,0.9990917,0.00090829,0.9990876913070679
950,0.99909186,0.0009081245,0.9990878701210022
951,0.99909204,0.0009079606,0.9990881085395813
952,0.9990922,0.0009077982,0.9990883469581604
953,0.99909234,0.0009076373,0.99908846616745
954,0.9990925,0.00090747786,0.999088704586029
955,0.9990927,0.00090731995,0.9990888833999634
956,0.9990928,0.0009071634,0.9990890622138977
957,0.999093,0.0009070083,0.9990893006324768
958,0.9990932,0.0009068547,0.9990894794464111
959,0.9990933,0.0009067025,0.9990896582603455
960,0.9990935,0.00090655166,0.9990898370742798
961,0.9990936,0.0009064023,0.9990900158882141
962,0.9990938,0.0009062542,0.9990901947021484
963,0.9990939,0.00090610754,0.9990903735160828
964,0.999094,0.0009059622,0.9990904927253723
965,0.9990942,0.00090581813,0.9990907311439514
966,0.9990943,0.00090567546,0.9990909099578857
967,0.9990945,0.0009055341,0.9990910887718201
968,0.9990946,0.0009053941,0.9990912675857544
969,0.9990947,0.00090525526,0.999091386795044
970,0.9990949,0.0009051177,0.999091625213623
971,0.999095,0.00090498157,0.9990917444229126
972,0.99909514,0.0009048465,0.9990919232368469
973,0.99909526,0.00090471277,0.9990920424461365
974,0.99909544,0.0009045802,0.9990922808647156
975,0.99909556,0.00090444897,0.9990924000740051
976,0.9990957,0.0009043189,0.9990925788879395
977,0.9990958,0.00090418995,0.999092698097229
978,0.9990959,0.0009040623,0.9990928769111633
979,0.99909604,0.0009039357,0.9990929961204529
980,0.9990962,0.0009038103,0.999093234539032
981,0.99909633,0.00090368616,0.9990933537483215
982,0.99909645,0.0009035631,0.9990934729576111
983,0.9990966,0.00090344116,0.9990936517715454
984,0.9990967,0.0009033204,0.999093770980835
985,0.9990968,0.00090320065,0.9990939497947693
986,0.99909693,0.0009030821,0.9990940690040588
987,0.99909705,0.00090296456,0.9990942478179932
988,0.99909717,0.0009028482,0.9990943670272827
989,0.9990973,0.00090273283,0.999094545841217
990,0.9990974,0.0009026186,0.9990946650505066
991,0.99909747,0.00090250536,0.9990947246551514
992,0.9990976,0.00090239313,0.9990949034690857
993,0.9990977,0.00090228196,0.9990950226783752
994,0.9990978,0.0009021718,0.9990952014923096
995,0.99909794,0.00090206275,0.9990953207015991
996,0.99909806,0.00090195466,0.9990954399108887
997,0.9990982,0.00090184755,0.999095618724823
998,0.99909824,0.0009017415,0.9990956783294678
999,0.99909836,0.0009016363,0.9990958571434021
1000,0.9990985,0.0009015321,0.9990959763526917
